部位,ICD-10,性別,診断年,粗率,0-4歳,5-9歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85歳以上
全部位（上皮内がん含む） *3,C00-C96 D05-D06,女,1976,171.5 ,11.8 ,6.4 ,8.2 ,6.8 ,13.2 ,31.7 ,49.0 ,92.7 ,161.4 ,220.2 ,293.6 ,359.7 ,483.9 ,643.5 ,813.3 ,1026.4 ,1036.6 ,895.8 
全部位（上皮内がん含む） *3,C00-C96 D05-D06,女,1977,173.4 ,12.7 ,6.0 ,8.7 ,8.6 ,12.0 ,31.7 ,49.2 ,96.4 ,156.6 ,216.8 ,285.4 ,353.7 ,476.0 ,650.7 ,795.3 ,1016.0 ,1037.2 ,863.6 
全部位（上皮内がん含む） *3,C00-C96 D05-D06,女,1978,179.5 ,12.1 ,6.5 ,6.6 ,8.8 ,13.6 ,27.0 ,49.5 ,100.7 ,153.7 ,211.0 ,285.7 ,364.8 ,487.4 ,679.6 ,794.4 ,1038.9 ,1066.9 ,955.6 
全部位（上皮内がん含む） *3,C00-C96 D05-D06,女,1979,188.9 ,12.6 ,6.5 ,5.6 ,8.7 ,14.3 ,26.5 ,52.7 ,116.6 ,157.9 ,218.0 ,289.6 ,382.8 ,511.9 ,677.0 ,825.0 ,1062.8 ,1070.3 ,963.5 
全部位（上皮内がん含む） *3,C00-C96 D05-D06,女,1980,196.0 ,12.8 ,6.9 ,5.5 ,7.2 ,15.3 ,24.9 ,60.4 ,113.5 ,167.5 ,228.7 ,297.3 ,382.9 ,518.7 ,662.8 ,870.3 ,1036.0 ,1094.2 ,1009.2 
全部位（上皮内がん含む） *3,C00-C96 D05-D06,女,1981,201.6 ,13.5 ,6.6 ,6.4 ,8.1 ,15.6 ,25.3 ,66.3 ,116.0 ,173.6 ,232.3 ,291.9 ,381.3 ,508.5 ,664.0 ,888.7 ,1011.3 ,1133.0 ,1048.7 
全部位（上皮内がん含む） *3,C00-C96 D05-D06,女,1982,207.8 ,13.8 ,7.8 ,6.7 ,8.7 ,15.8 ,25.9 ,72.2 ,109.0 ,175.3 ,227.5 ,297.4 ,378.9 ,498.6 ,675.6 ,893.1 ,1012.0 ,1183.5 ,1132.2 
全部位（上皮内がん含む） *3,C00-C96 D05-D06,女,1983,218.1 ,12.9 ,7.9 ,6.9 ,8.2 ,15.7 ,27.3 ,71.4 ,108.3 ,180.7 ,233.5 ,311.2 ,393.5 ,513.3 ,681.3 ,900.2 ,1038.9 ,1277.0 ,1181.4 
全部位（上皮内がん含む） *3,C00-C96 D05-D06,女,1984,226.8 ,13.1 ,8.3 ,7.4 ,9.8 ,14.9 ,29.7 ,70.6 ,112.1 ,187.5 ,237.5 ,310.0 ,400.7 ,522.2 ,676.0 ,895.2 ,1096.7 ,1311.7 ,1260.0 
全部位（上皮内がん含む） *3,C00-C96 D05-D06,女,1985,243.6 ,14.1 ,6.8 ,7.7 ,8.5 ,14.8 ,29.0 ,74.4 ,129.0 ,197.4 ,254.3 ,320.6 ,412.6 ,542.3 ,697.9 ,945.2 ,1149.9 ,1370.6 ,1375.1 
全部位（上皮内がん含む） *3,C00-C96 D05-D06,女,1986,247.4 ,14.9 ,7.5 ,7.7 ,8.6 ,14.2 ,29.8 ,71.8 ,135.0 ,193.1 ,249.8 ,311.2 ,404.2 ,544.9 ,693.7 ,944.5 ,1154.9 ,1341.9 ,1395.8 
全部位（上皮内がん含む） *3,C00-C96 D05-D06,女,1987,254.7 ,14.3 ,6.4 ,6.7 ,8.4 ,14.0 ,29.0 ,68.8 ,133.9 ,193.2 ,255.3 ,315.3 ,401.8 ,541.7 ,698.5 ,959.1 ,1158.5 ,1357.5 ,1445.1 
全部位（上皮内がん含む） *3,C00-C96 D05-D06,女,1988,261.5 ,15.1 ,7.1 ,6.1 ,8.9 ,13.3 ,29.8 ,68.3 ,133.0 ,194.7 ,259.0 ,313.4 ,397.9 ,547.7 ,703.3 ,946.5 ,1161.4 ,1375.3 ,1495.9 
全部位（上皮内がん含む） *3,C00-C96 D05-D06,女,1989,264.6 ,14.3 ,6.0 ,6.0 ,9.8 ,13.9 ,30.7 ,68.2 ,125.2 ,200.0 ,261.6 ,306.5 ,393.5 ,531.7 ,701.2 ,918.3 ,1140.2 ,1364.6 ,1538.5 
全部位（上皮内がん含む） *3,C00-C96 D05-D06,女,1990,281.9 ,13.9 ,7.6 ,8.8 ,9.5 ,16.0 ,37.5 ,77.1 ,140.6 ,223.0 ,277.9 ,325.5 ,418.5 ,562.3 ,732.2 ,926.3 ,1140.6 ,1380.2 ,1499.7 
全部位（上皮内がん含む） *3,C00-C96 D05-D06,女,1991,292.7 ,14.2 ,7.2 ,8.4 ,9.4 ,16.5 ,38.8 ,78.3 ,138.5 ,236.0 ,273.0 ,334.0 ,423.2 ,568.3 ,740.4 ,944.7 ,1154.7 ,1414.1 ,1500.0 
全部位（上皮内がん含む） *3,C00-C96 D05-D06,女,1992,306.0 ,14.4 ,7.6 ,7.8 ,9.8 ,16.9 ,38.7 ,80.5 ,143.9 ,249.0 ,278.4 ,352.5 ,430.7 ,575.9 ,746.8 ,956.9 ,1188.2 ,1445.0 ,1519.1 
全部位（上皮内がん含む） *3,C00-C96 D05-D06,女,1993,307.8 ,14.1 ,7.5 ,8.3 ,9.5 ,15.7 ,38.4 ,82.1 ,135.8 ,235.1 ,276.7 ,352.1 ,430.7 ,562.4 ,740.2 ,932.5 ,1180.6 ,1427.7 ,1511.9 
全部位（上皮内がん含む） *3,C00-C96 D05-D06,女,1994,310.4 ,13.2 ,5.9 ,8.3 ,9.3 ,16.5 ,38.2 ,83.7 ,131.1 ,228.2 ,285.4 ,347.9 ,430.0 ,543.5 ,726.4 ,923.8 ,1162.0 ,1399.4 ,1522.7 
全部位（上皮内がん含む） *3,C00-C96 D05-D06,女,1995,317.6 ,15.1 ,7.4 ,8.1 ,8.7 ,15.2 ,33.0 ,79.7 ,132.1 ,202.6 ,302.5 ,332.1 ,412.4 ,537.3 ,714.9 ,951.5 ,1144.2 ,1436.6 ,1733.1 
全部位（上皮内がん含む） *3,C00-C96 D05-D06,女,1996,321.6 ,14.2 ,6.3 ,7.7 ,7.8 ,15.8 ,34.6 ,78.5 ,130.8 ,195.1 ,311.3 ,325.0 ,407.4 ,530.3 ,706.4 ,942.9 ,1125.0 ,1410.4 ,1728.6 
全部位（上皮内がん含む） *3,C00-C96 D05-D06,女,1997,329.4 ,13.8 ,6.4 ,7.1 ,7.4 ,15.9 ,34.1 ,77.4 ,132.2 ,193.2 ,313.2 ,322.6 ,419.3 ,532.3 ,707.8 ,935.6 ,1120.1 ,1397.8 ,1762.8 
全部位（上皮内がん含む） *3,C00-C96 D05-D06,女,1998,337.8 ,11.3 ,5.6 ,7.3 ,7.8 ,15.3 ,34.8 ,76.6 ,130.7 ,193.0 ,305.6 ,333.3 ,428.4 ,545.8 ,708.0 ,925.9 ,1131.2 ,1402.3 ,1764.7 
全部位（上皮内がん含む） *3,C00-C96 D05-D06,女,1999,347.5 ,11.4 ,5.3 ,6.4 ,8.5 ,16.8 ,33.2 ,75.0 ,134.7 ,196.7 ,297.3 ,340.5 ,436.9 ,556.3 ,711.8 ,925.4 ,1150.6 ,1402.7 ,1793.6 
全部位（上皮内がん含む） *3,C00-C96 D05-D06,女,2000,352.1 ,11.8 ,5.1 ,6.6 ,8.9 ,17.7 ,33.8 ,78.9 ,135.0 ,202.0 ,293.0 ,353.1 ,419.7 ,547.7 ,710.6 ,911.4 ,1133.0 ,1395.5 ,1757.0 
全部位（上皮内がん含む） *3,C00-C96 D05-D06,女,2001,374.4 ,13.5 ,5.3 ,6.4 ,9.0 ,20.3 ,40.8 ,92.7 ,144.0 ,216.3 ,307.7 ,405.2 ,437.7 ,580.4 ,752.8 ,964.7 ,1200.1 ,1306.7 ,1661.1 
全部位（上皮内がん含む） *3,C00-C96 D05-D06,女,2002,383.0 ,11.1 ,4.9 ,6.8 ,9.5 ,20.4 ,42.1 ,97.2 ,149.0 ,226.7 ,319.5 ,386.2 ,464.7 ,564.4 ,719.6 ,931.8 ,1137.7 ,1399.5 ,1791.3 
全部位（上皮内がん含む） *3,C00-C96 D00-D09,女,2003,412.2 ,14.1 ,7.5 ,6.8 ,9.7 ,21.4 ,42.6 ,104.0 ,159.9 ,235.7 ,339.5 ,397.2 ,492.1 ,594.0 ,744.7 ,991.9 ,1211.3 ,1479.0 ,1904.4 
全部位（上皮内がん含む） *3,C00-C96 D00-D09,女,2004,421.4 ,9.6 ,5.1 ,6.3 ,11.0 ,19.7 ,55.8 ,99.7 ,170.1 ,256.0 ,353.9 ,429.5 ,508.2 ,611.0 ,771.7 ,977.8 ,1176.2 ,1384.3 ,1811.8 
全部位（上皮内がん含む） *3,C00-C96 D00-D09,女,2005,436.0 ,9.1 ,6.2 ,7.1 ,9.3 ,27.0 ,59.0 ,102.6 ,159.7 ,260.2 ,365.5 ,423.4 ,519.4 ,651.7 ,784.5 ,990.6 ,1204.4 ,1428.7 ,1734.2 
全部位（上皮内がん含む） *3,C00-C96 D00-D09,女,2006,448.0 ,8.0 ,5.8 ,6.0 ,11.1 ,31.1 ,68.7 ,105.9 ,163.8 ,267.4 ,378.3 ,438.0 ,519.2 ,643.2 ,775.1 ,1018.6 ,1190.3 ,1381.3 ,1788.7 
全部位（上皮内がん含む） *3,C00-C96 D00-D09,女,2007,482.3 ,14.2 ,6.5 ,9.4 ,12.3 ,26.6 ,68.1 ,119.3 ,187.7 ,292.5 ,401.0 ,465.3 ,568.5 ,686.6 ,810.4 ,1056.4 ,1241.2 ,1456.6 ,1851.0 
全部位（上皮内がん含む） *3,C00-C96 D00-D09,女,2008,518.4 ,13.5 ,8.8 ,8.6 ,14.1 ,32.6 ,86.4 ,143.2 ,199.5 ,309.6 ,429.2 ,491.6 ,598.0 ,705.3 ,867.3 ,1097.1 ,1307.9 ,1559.8 ,1926.1 
全部位（上皮内がん含む） *3,C00-C96 D00-D09,女,2009,542.9 ,14.4 ,7.8 ,9.3 ,12.0 ,36.0 ,95.9 ,161.2 ,214.9 ,331.8 ,451.0 ,513.1 ,620.3 ,749.7 ,888.1 ,1118.8 ,1334.3 ,1544.8 ,1943.1 
全部位（上皮内がん含む） *3,C00-C96 D00-D09,女,2010,571.0 ,13.5 ,7.8 ,7.8 ,12.5 ,44.7 ,113.8 ,186.9 ,244.8 ,368.1 ,481.6 ,533.7 ,643.8 ,779.3 ,950.2 ,1142.1 ,1371.0 ,1567.8 ,1979.7 
全部位（上皮内がん含む） *3,C00-C96 D00-D09,女,2011,612.6 ,13.9 ,7.1 ,8.8 ,15.2 ,50.0 ,137.4 ,218.1 ,271.6 ,392.1 ,533.4 ,562.5 ,687.8 ,839.9 ,985.9 ,1187.3 ,1415.9 ,1607.1 ,2001.0 
食道（上皮内がん含む）,C15 D001,男女計,2003,13.1 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.3 ,1.4 ,5.6 ,9.9 ,21.0 ,32.1 ,36.5 ,48.6 ,47.5 ,43.9 ,42.9 
食道（上皮内がん含む）,C15 D001,男女計,2004,14.4 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.2 ,0.2 ,0.9 ,4.8 ,11.4 ,22.1 ,35.8 ,44.8 ,49.3 ,48.8 ,49.1 ,38.2 
食道（上皮内がん含む）,C15 D001,男女計,2005,14.1 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.3 ,1.0 ,5.1 ,10.5 ,20.4 ,31.8 ,43.6 ,45.9 ,52.7 ,47.4 ,37.4 
食道（上皮内がん含む）,C15 D001,男女計,2006,15.2 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.5 ,1.7 ,4.7 ,10.2 ,22.8 ,35.9 ,43.5 ,51.1 ,52.4 ,44.1 ,43.9 
食道（上皮内がん含む）,C15 D001,男女計,2007,16.3 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.0 ,0.0 ,0.3 ,1.1 ,5.1 ,12.7 ,23.0 ,37.1 ,48.4 ,53.1 ,55.8 ,50.0 ,37.9 
食道（上皮内がん含む）,C15 D001,男女計,2008,16.9 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.0 ,0.3 ,1.4 ,4.0 ,10.6 ,23.4 ,36.7 ,51.3 ,57.1 ,54.8 ,51.0 ,40.3 
食道（上皮内がん含む）,C15 D001,男女計,2009,17.4 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.4 ,1.6 ,4.1 ,11.3 ,24.3 ,35.3 ,51.7 ,56.6 ,58.1 ,49.4 ,41.5 
食道（上皮内がん含む）,C15 D001,男女計,2010,18.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.5 ,1.1 ,4.4 ,11.0 ,23.3 ,38.2 ,51.4 ,62.6 ,56.8 ,53.2 ,43.3 
食道（上皮内がん含む）,C15 D001,男女計,2011,19.8 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.2 ,1.1 ,4.7 ,11.9 ,24.9 ,41.8 ,58.9 ,65.6 ,63.5 ,54.7 ,39.8 
食道（上皮内がん含む）,C15 D001,男,2003,22.4 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.3 ,2.4 ,8.0 ,17.1 ,36.9 ,59.9 ,66.3 ,92.9 ,96.3 ,95.5 ,79.6 
食道（上皮内がん含む）,C15 D001,男,2004,25.2 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.1 ,0.2 ,1.6 ,8.5 ,19.2 ,39.2 ,65.3 ,84.4 ,94.6 ,100.6 ,109.6 ,80.5 
食道（上皮内がん含む）,C15 D001,男,2005,24.5 ,0.0 ,0.1 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.5 ,1.7 ,8.0 ,17.7 ,36.1 ,58.0 ,82.0 ,89.1 ,105.6 ,99.6 ,77.6 
食道（上皮内がん含む）,C15 D001,男,2006,26.3 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.0 ,0.3 ,2.7 ,7.5 ,18.1 ,39.5 ,64.9 ,83.2 ,97.5 ,103.0 ,93.0 ,93.3 
食道（上皮内がん含む）,C15 D001,男,2007,28.4 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.1 ,0.1 ,0.4 ,1.7 ,8.4 ,21.7 ,40.6 ,67.7 ,91.9 ,99.1 ,110.8 ,101.8 ,84.3 
食道（上皮内がん含む）,C15 D001,男,2008,29.2 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.5 ,2.0 ,6.2 ,17.6 ,41.6 ,65.3 ,93.6 ,107.5 ,108.6 ,106.4 ,88.3 
食道（上皮内がん含む）,C15 D001,男,2009,30.0 ,0.0 ,0.0 ,0.1 ,0.0 ,0.0 ,0.0 ,0.2 ,0.5 ,2.5 ,6.5 ,18.6 ,42.4 ,63.3 ,95.4 ,106.8 ,114.3 ,100.7 ,91.7 
食道（上皮内がん含む）,C15 D001,男,2010,31.4 ,0.0 ,0.0 ,0.0 ,0.1 ,0.0 ,0.0 ,0.1 ,0.6 ,1.9 ,7.0 ,18.0 ,40.6 ,67.0 ,94.8 ,119.7 ,111.8 ,110.1 ,103.8 
食道（上皮内がん含む）,C15 D001,男,2011,34.7 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.5 ,1.5 ,6.3 ,19.6 ,42.7 ,75.7 ,108.9 ,126.3 ,126.1 ,115.4 ,92.7 
食道（上皮内がん含む）,C15 D001,女,2003,4.3 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.3 ,0.3 ,3.2 ,2.8 ,5.4 ,5.9 ,9.7 ,11.4 ,12.0 ,16.8 ,28.3 
食道（上皮内がん含む）,C15 D001,女,2004,4.1 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.3 ,0.2 ,0.2 ,0.2 ,1.0 ,3.6 ,5.4 ,8.0 ,9.1 ,11.2 ,10.4 ,16.7 ,21.6 
食道（上皮内がん含む）,C15 D001,女,2005,4.2 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.0 ,0.2 ,2.1 ,3.5 ,5.1 ,6.9 ,8.5 ,9.4 ,12.9 ,18.2 ,22.1 
食道（上皮内がん含む）,C15 D001,女,2006,4.6 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.7 ,0.6 ,1.9 ,2.4 ,6.5 ,8.3 ,7.2 ,11.7 ,14.1 ,15.5 ,25.2 
食道（上皮内がん含む）,C15 D001,女,2007,4.8 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.6 ,1.7 ,3.6 ,5.8 ,8.0 ,8.6 ,13.8 ,13.9 ,18.4 ,20.4 
食道（上皮内がん含む）,C15 D001,女,2008,5.2 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.0 ,0.1 ,0.8 ,1.9 ,3.5 ,5.7 ,9.4 ,12.6 ,13.9 ,13.6 ,16.1 ,22.3 
食道（上皮内がん含む）,C15 D001,女,2009,5.3 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.0 ,0.0 ,0.3 ,0.7 ,1.6 ,4.0 ,6.5 ,8.5 ,11.7 ,13.4 ,14.9 ,16.6 ,22.4 
食道（上皮内がん含む）,C15 D001,女,2010,5.4 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.3 ,0.4 ,1.8 ,3.9 ,6.3 ,10.6 ,11.7 ,13.4 ,14.5 ,16.8 ,20.3 
食道（上皮内がん含む）,C15 D001,女,2011,5.6 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.0 ,0.7 ,3.0 ,4.2 ,7.3 ,9.1 ,13.1 ,13.0 ,15.1 ,15.5 ,19.1 
結腸（上皮内がん含む）,C18 D010,男女計,2003,56.1 ,0.0 ,0.1 ,0.0 ,0.3 ,0.5 ,1.1 ,2.7 ,5.7 ,10.9 ,19.5 ,36.0 ,62.1 ,102.5 ,139.3 ,198.5 ,228.8 ,263.4 ,318.1 
結腸（上皮内がん含む）,C18 D010,男女計,2004,56.3 ,0.0 ,0.0 ,0.2 ,0.3 ,0.6 ,1.1 ,2.4 ,6.5 ,11.8 ,18.6 ,39.3 ,61.1 ,105.1 ,139.1 ,191.9 ,228.6 ,242.3 ,286.3 
結腸（上皮内がん含む）,C18 D010,男女計,2005,60.4 ,0.0 ,0.0 ,0.3 ,0.2 ,0.1 ,1.2 ,2.5 ,6.7 ,12.1 ,21.7 ,45.1 ,62.8 ,105.7 ,160.0 ,193.3 ,234.0 ,261.8 ,280.5 
結腸（上皮内がん含む）,C18 D010,男女計,2006,62.1 ,0.0 ,0.1 ,0.2 ,0.3 ,0.4 ,1.4 ,2.7 ,6.5 ,14.0 ,22.8 ,38.9 ,68.1 ,105.1 ,150.9 ,200.1 ,241.7 ,241.0 ,296.2 
結腸（上皮内がん含む）,C18 D010,男女計,2007,64.9 ,0.2 ,0.0 ,0.0 ,0.2 ,0.3 ,1.0 ,2.1 ,6.2 ,12.8 ,21.4 ,40.8 ,72.4 ,106.6 ,153.6 ,204.5 ,238.2 ,259.9 ,302.8 
結腸（上皮内がん含む）,C18 D010,男女計,2008,69.4 ,0.1 ,0.0 ,0.0 ,0.3 ,0.3 ,1.0 ,2.8 ,6.8 ,13.5 ,24.0 ,46.6 ,77.3 ,110.4 ,157.1 ,210.0 ,253.8 ,282.9 ,298.5 
結腸（上皮内がん含む）,C18 D010,男女計,2009,71.9 ,0.0 ,0.0 ,0.0 ,0.2 ,0.4 ,1.4 ,3.1 ,7.3 ,13.4 ,25.4 ,47.2 ,75.6 ,110.7 ,157.0 ,215.6 ,251.7 ,287.8 ,314.8 
結腸（上皮内がん含む）,C18 D010,男女計,2010,75.6 ,0.0 ,0.0 ,0.0 ,0.1 ,0.6 ,1.2 ,3.0 ,7.3 ,15.3 ,23.4 ,46.5 ,77.7 ,116.0 ,165.4 ,224.4 ,266.1 ,296.4 ,334.8 
結腸（上皮内がん含む）,C18 D010,男女計,2011,83.2 ,0.0 ,0.0 ,0.1 ,0.3 ,0.3 ,2.2 ,3.2 ,9.2 ,13.7 ,30.6 ,49.1 ,87.2 ,133.2 ,179.3 ,241.7 ,286.5 ,299.4 ,334.8 
結腸（上皮内がん含む）,C18 D010,男,2003,62.9 ,0.0 ,0.1 ,0.0 ,0.2 ,0.4 ,1.2 ,2.5 ,5.6 ,11.8 ,20.8 ,39.5 ,75.0 ,130.0 ,178.8 ,264.1 ,300.3 ,354.4 ,406.3 
結腸（上皮内がん含む）,C18 D010,男,2004,65.1 ,0.0 ,0.0 ,0.4 ,0.5 ,0.8 ,1.5 ,2.2 ,7.8 ,13.5 ,19.7 ,42.2 ,74.9 ,133.4 ,185.9 ,261.2 ,312.2 ,328.3 ,375.5 
結腸（上皮内がん含む）,C18 D010,男,2005,68.8 ,0.0 ,0.0 ,0.0 ,0.3 ,0.0 ,1.7 ,2.4 ,8.4 ,13.6 ,22.2 ,50.5 ,76.0 ,132.1 ,198.9 ,260.5 ,313.7 ,354.3 ,364.4 
結腸（上皮内がん含む）,C18 D010,男,2006,71.2 ,0.0 ,0.0 ,0.5 ,0.3 ,0.2 ,1.4 ,2.6 ,8.2 ,15.7 ,25.1 ,43.8 ,82.8 ,135.4 ,196.4 ,265.5 ,325.9 ,312.3 ,380.2 
結腸（上皮内がん含む）,C18 D010,男,2007,74.1 ,0.4 ,0.0 ,0.0 ,0.2 ,0.2 ,1.1 ,2.3 ,6.9 ,13.7 ,24.7 ,45.0 ,85.7 ,134.8 ,202.6 ,272.9 ,313.9 ,341.8 ,390.5 
結腸（上皮内がん含む）,C18 D010,男,2008,80.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.4 ,1.5 ,3.2 ,6.9 ,15.5 ,27.5 ,53.2 ,94.4 ,144.4 ,203.5 ,276.3 ,340.4 ,372.3 ,374.7 
結腸（上皮内がん含む）,C18 D010,男,2009,81.9 ,0.0 ,0.0 ,0.0 ,0.0 ,0.5 ,1.5 ,2.8 ,7.2 ,13.4 ,27.5 ,53.0 ,91.4 ,139.1 ,201.4 ,283.9 ,338.8 ,377.7 ,408.0 
結腸（上皮内がん含む）,C18 D010,男,2010,86.4 ,0.0 ,0.0 ,0.0 ,0.1 ,1.0 ,1.5 ,2.9 ,7.7 ,16.8 ,24.4 ,55.2 ,95.7 ,146.6 ,214.4 ,296.2 ,350.1 ,395.8 ,420.2 
結腸（上皮内がん含む）,C18 D010,男,2011,96.6 ,0.0 ,0.0 ,0.0 ,0.5 ,0.4 ,3.0 ,3.5 ,10.7 ,14.2 ,34.0 ,56.8 ,109.1 ,172.0 ,238.0 ,317.9 ,380.0 ,399.7 ,418.0 
結腸（上皮内がん含む）,C18 D010,女,2003,49.6 ,0.0 ,0.0 ,0.0 ,0.4 ,0.6 ,1.0 ,2.9 ,5.8 ,10.0 ,18.3 ,32.6 ,49.5 ,76.6 ,103.7 ,143.6 ,176.7 ,215.7 ,283.2 
結腸（上皮内がん含む）,C18 D010,女,2004,48.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.5 ,0.7 ,2.6 ,5.2 ,10.0 ,17.5 ,36.4 ,47.5 ,78.5 ,96.9 ,133.7 ,166.7 ,196.2 ,251.0 
結腸（上皮内がん含む）,C18 D010,女,2005,52.5 ,0.0 ,0.0 ,0.6 ,0.0 ,0.2 ,0.6 ,2.6 ,5.0 ,10.6 ,21.3 ,39.8 ,49.8 ,80.7 ,124.4 ,136.6 ,174.1 ,210.1 ,248.3 
結腸（上皮内がん含む）,C18 D010,女,2006,53.4 ,0.0 ,0.3 ,0.0 ,0.3 ,0.7 ,1.4 ,2.9 ,4.7 ,12.2 ,20.5 ,33.9 ,53.6 ,76.3 ,109.3 ,144.4 ,177.8 ,199.2 ,264.4 
結腸（上皮内がん含む）,C18 D010,女,2007,56.1 ,0.0 ,0.0 ,0.0 ,0.3 ,0.4 ,0.9 ,1.8 ,5.5 ,11.9 ,18.0 ,36.6 ,59.4 ,79.8 ,108.6 ,146.1 ,180.5 ,210.0 ,270.0 
結腸（上皮内がん含む）,C18 D010,女,2008,59.4 ,0.2 ,0.0 ,0.0 ,0.4 ,0.3 ,0.5 ,2.3 ,6.8 ,11.5 ,20.5 ,40.0 ,60.5 ,78.0 ,114.6 ,153.0 ,187.4 ,226.5 ,270.0 
結腸（上皮内がん含む）,C18 D010,女,2009,62.3 ,0.0 ,0.0 ,0.0 ,0.4 ,0.3 ,1.4 ,3.4 ,7.4 ,13.3 ,23.2 ,41.3 ,60.2 ,83.5 ,116.3 ,156.7 ,184.8 ,230.2 ,279.2 
結腸（上皮内がん含む）,C18 D010,女,2010,65.4 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 ,1.0 ,3.1 ,6.9 ,13.8 ,22.3 ,37.8 ,60.0 ,86.5 ,120.5 ,162.4 ,201.5 ,232.7 ,302.3 
結腸（上皮内がん含む）,C18 D010,女,2011,70.6 ,0.0 ,0.0 ,0.2 ,0.2 ,0.3 ,1.3 ,2.9 ,7.8 ,13.1 ,27.2 ,41.4 ,65.6 ,95.9 ,125.5 ,175.7 ,214.2 ,234.7 ,302.3 
直腸（上皮内がん含む）,C19-C20 D011-D012,男女計,2003,28.2 ,0.0 ,0.0 ,0.0 ,0.1 ,0.1 ,0.3 ,1.6 ,3.4 ,9.1 ,15.1 ,26.0 ,43.3 ,62.9 ,77.6 ,90.0 ,98.2 ,93.1 ,102.6 
直腸（上皮内がん含む）,C19-C20 D011-D012,男女計,2004,27.6 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.7 ,1.4 ,5.4 ,6.9 ,14.3 ,26.9 ,42.0 ,56.0 ,75.7 ,86.8 ,93.8 ,88.2 ,99.6 
直腸（上皮内がん含む）,C19-C20 D011-D012,男女計,2005,30.4 ,0.0 ,0.0 ,0.0 ,0.1 ,0.1 ,0.3 ,1.9 ,4.6 ,10.0 ,16.8 ,29.4 ,44.7 ,63.1 ,77.8 ,92.7 ,102.5 ,93.7 ,105.1 
直腸（上皮内がん含む）,C19-C20 D011-D012,男女計,2006,31.7 ,0.0 ,0.0 ,0.0 ,0.0 ,0.3 ,0.5 ,1.8 ,4.3 ,8.5 ,19.0 ,30.4 ,45.4 ,63.1 ,82.4 ,95.9 ,103.6 ,102.5 ,96.0 
直腸（上皮内がん含む）,C19-C20 D011-D012,男女計,2007,33.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.7 ,2.3 ,4.2 ,8.6 ,15.4 ,31.4 ,48.4 ,68.6 ,83.1 ,92.0 ,107.0 ,102.1 ,103.1 
直腸（上皮内がん含む）,C19-C20 D011-D012,男女計,2008,34.2 ,0.0 ,0.0 ,0.0 ,0.1 ,0.4 ,1.1 ,1.5 ,4.8 ,8.6 ,15.8 ,29.2 ,48.2 ,66.7 ,87.1 ,103.1 ,107.9 ,103.2 ,102.1 
直腸（上皮内がん含む）,C19-C20 D011-D012,男女計,2009,35.9 ,0.0 ,0.0 ,0.0 ,0.2 ,0.1 ,0.8 ,1.6 ,4.2 ,10.0 ,17.2 ,32.4 ,51.3 ,69.3 ,87.9 ,106.5 ,107.5 ,104.8 ,104.2 
